,id,full_name,first_name,last_name,is_active
0,76001,Alaa Abdelnaby,Alaa,Abdelnaby,False
1,76002,Zaid Abdul-Aziz,Zaid,Abdul-Aziz,False
2,76003,Kareem Abdul-Jabbar,Kareem,Abdul-Jabbar,False
3,51,Mahmoud Abdul-Rauf,Mahmoud,Abdul-Rauf,False
4,1505,Tariq Abdul-Wahad,Tariq,Abdul-Wahad,False
5,949,Shareef Abdur-Rahim,Shareef,Abdur-Rahim,False
6,76005,Tom Abernethy,Tom,Abernethy,False
7,76006,Forest Able,Forest,Able,False
8,76007,John Abramovic,John,Abramovic,False
9,203518,Alex Abrines,Alex,Abrines,False
10,1630173,Precious Achiuwa,Precious,Achiuwa,True
11,101165,Alex Acker,Alex,Acker,False
12,76008,Donald Ackerman,Donald,Ackerman,False
13,76009,Mark Acres,Mark,Acres,False
14,76010,Charles Acton,Charles,Acton,False
15,203112,Quincy Acy,Quincy,Acy,False
16,76011,Alvan Adams,Alvan,Adams,False
17,76012,Don Adams,Don,Adams,False
18,200801,Hassan Adams,Hassan,Adams,False
19,1629121,Jaylen Adams,Jaylen,Adams,False
20,203919,Jordan Adams,Jordan,Adams,False
21,149,Michael Adams,Michael,Adams,False
22,203500,Steven Adams,Steven,Adams,True
23,912,Rafael Addison,Rafael,Addison,False
24,1628389,Bam Adebayo,Bam,Adebayo,True
25,1629061,Deng Adel,Deng,Adel,False
26,76015,Rick Adelman,Rick,Adelman,False
27,202399,Jeff Adrien,Jeff,Adrien,False
28,201167,Arron Afflalo,Arron,Afflalo,False
29,1630534,Ochai Agbaji,Ochai,Agbaji,True
30,200772,Maurice Ager,Maurice,Ager,False
31,76016,Mark Aguirre,Mark,Aguirre,False
32,201336,Blake Ahearn,Blake,Ahearn,False
33,76017,Danny Ainge,Danny,Ainge,False
34,201582,Alexis Ajinca,Alexis,Ajinca,False
35,76018,Henry Akin,Henry,Akin,False
36,203006,Josh Akognon,Josh,Akognon,False
37,1629152,DeVaughn Akoon-Purcell,DeVaughn,Akoon-Purcell,False
38,202374,Solomon Alabi,Solomon,Alabi,False
39,76019,Mark Alarie,Mark,Alarie,False
40,76020,Gary Alcorn,Gary,Alcorn,False
41,1630583,Santi Aldama,Santi,Aldama,True
42,203128,Furkan Aldemir,Furkan,Aldemir,False
43,202332,Cole Aldrich,Cole,Aldrich,False
44,200746,LaMarcus Aldridge,LaMarcus,Aldridge,False
45,76021,Chuck Aleksinas,Chuck,Aleksinas,False
46,1626146,Cliff Alexander,Cliff,Alexander,False
47,724,Cory Alexander,Cory,Alexander,False
48,2042,Courtney Alexander,Courtney,Alexander,False
49,76022,Gary Alexander,Gary,Alexander,False
50,201570,Joe Alexander,Joe,Alexander,False
51,1629734,Kyle Alexander,Kyle,Alexander,False
52,1641725,Trey Alexander,Trey,Alexander,True
53,1630234,Ty-Shon Alexander,Ty-Shon,Alexander,False
54,2349,Victor Alexander,Victor,Alexander,False
55,1629638,Nickeil Alexander-Walker,Nickeil,Alexander-Walker,True
56,76024,Steve Alford,Steve,Alford,False
57,1628959,Rawle Alkins,Rawle,Alkins,False
58,76028,Bob Allen,Bob,Allen,False
59,1628960,Grayson Allen,Grayson,Allen,True
60,1628386,Jarrett Allen,Jarrett,Allen,True
61,706,Jerome Allen,Jerome,Allen,False
62,1628443,Kadeem Allen,Kadeem,Allen,False
63,202730,Lavoy Allen,Lavoy,Allen,False
64,76027,Lucius Allen,Lucius,Allen,False
65,2124,Malik Allen,Malik,Allen,False
66,76025,Randy Allen,Randy,Allen,False
67,951,Ray Allen,Ray,Allen,False
68,1641851,Timmy Allen,Timmy,Allen,False
69,2754,Tony Allen,Tony,Allen,False
70,76029,Odis Allison,Odis,Allison,False
71,200984,Lance Allred,Lance,Allred,False
72,76030,Darrell Allums,Darrell,Allums,False
73,201165,Morris Almond,Morris,Almond,False
74,308,Derrick Alston,Derrick,Alston,False
75,1747,Rafer Alston,Rafer,Alston,False
76,1824,Peter Aluma,Peter,Aluma,False
77,1630631,Jose Alvarado,Jose,Alvarado,True
78,680,John Amaechi,John,Amaechi,False
79,732,Ashraf Amaya,Ashraf,Amaya,False
80,202329,Al-Farouq Aminu,Al-Farouq,Aminu,False
81,200811,Lou Amundson,Lou,Amundson,False
82,76034,Bob Anderegg,Bob,Anderegg,False
83,2365,Chris Andersen,Chris,Andersen,False
84,2431,David Andersen,David,Andersen,False
85,101187,Alan Anderson,Alan,Anderson,False
86,202079,Antonio Anderson,Antonio,Anderson,False
87,76035,Cliff Anderson,Cliff,Anderson,False
88,76036,Daniel Anderson,Daniel,Anderson,False
89,1507,Derek Anderson,Derek,Anderson,False
90,76037,Dwight Anderson,Dwight,Anderson,False
91,944,Eric Anderson,Eric,Anderson,False
92,246,Greg Anderson,Greg,Anderson,False
93,202341,James Anderson,James,Anderson,False
94,76040,Jerome Anderson,Jerome,Anderson,False
95,1626147,Justin Anderson,Justin,Anderson,False
96,72,Kenny Anderson,Kenny,Anderson,False
97,76041,Kim Anderson,Kim,Anderson,False
98,203937,Kyle Anderson,Kyle,Anderson,True
99,76042,Michael Anderson,Michael,Anderson,False
100,76043,Mitchell Anderson,Mitchell,Anderson,False
101,98,Nick Anderson,Nick,Anderson,False
102,76045,Richard Anderson,Richard,Anderson,False
103,76046,Ron Anderson,Ron,Anderson,False
104,201583,Ryan Anderson,Ryan,Anderson,False
105,1000,Shandon Anderson,Shandon,Anderson,False
106,335,Willie Anderson,Willie,Anderson,False
107,76048,Wally Anderzunas,Wally,Anderzunas,False
108,101149,Martynas Andriuskevicius,Martynas,Andriuskevicius,False
109,76049,Don Anielak,Don,Anielak,False
110,1628387,Ike Anigbogu,Ike,Anigbogu,False
111,76050,Michael Ansley,Michael,Ansley,False
112,1512,Chris Anstey,Chris,Anstey,False
113,203507,Giannis Antetokounmpo,Giannis,Antetokounmpo,True
114,1628961,Kostas Antetokounmpo,Kostas,Antetokounmpo,False
115,203648,Thanasis Antetokounmpo,Thanasis,Antetokounmpo,False
116,2546,Carmelo Anthony,Carmelo,Anthony,False
117,1630175,Cole Anthony,Cole,Anthony,True
118,21,Greg Anthony,Greg,Anthony,False
119,201202,Joel Anthony,Joel,Anthony,False
120,203544,Pero Antic,Pero,Antic,False
121,1628384,OG Anunoby,OG,Anunoby,True
122,203951,Keith Appling,Keith,Appling,False
123,2737,Rafael Araujo,Rafael,Araujo,False
124,76053,Stacey Arceneaux,Stacey,Arceneaux,False
125,76054,Nate Archibald,Nate,Archibald,False
126,2425,Robert Archibald,Robert,Archibald,False
127,1627853,Ryan Arcidiacono,Ryan,Arcidiacono,False
128,76055,Jim Ard,Jim,Ard,False
129,2240,Gilbert Arenas,Gilbert,Arenas,False
130,2772,Trevor Ariza,Trevor,Ariza,False
131,76056,Paul Arizin,Paul,Arizin,False
132,76057,Joe Arlauckas,Joe,Arlauckas,False
133,769,B.J. Armstrong,B.J.,Armstrong,False
134,76061,Bob Armstrong,Bob,Armstrong,False
135,2220,Brandon Armstrong,Brandon,Armstrong,False
136,353,Darrell Armstrong,Darrell,Armstrong,False
137,200756,Hilton Armstrong,Hilton,Armstrong,False
138,76060,Paul Armstrong,Paul,Armstrong,False
139,76059,Tate Armstrong,Tate,Armstrong,False
140,76062,Jesse Arnelle,Jesse,Arnelle,False
141,76063,Jay Arnette,Jay,Arnette,False
142,76064,Bob Arnzen,Bob,Arnzen,False
143,2306,Carlos Arroyo,Carlos,Arroyo,False
144,201589,Darrell Arthur,Darrell,Arthur,False
145,76065,John Arthurs,John,Arthurs,False
146,1628503,Jamel Artis,Jamel,Artis,False
147,201600,Omer Asik,Omer,Asik,False
148,355,Vincent Askew,Vincent,Askew,False
149,173,Keith Askins,Keith,Askins,False
150,76068,Don Asmonga,Don,Asmonga,False
151,76069,Richard Atha,Richard,Atha,False
152,1088,Chucky Atkins,Chucky,Atkins,False
153,76070,Alvin Attles,Alvin,Attles,False
154,76071,Chet Aubuchon,Chet,Aubuchon,False
155,278,Stacey Augmon,Stacey,Augmon,False
156,201571,D.J. Augustin,D.J.,Augustin,False
157,200788,James Augustine,James,Augustine,False
158,1134,Ike Austin,Ike,Austin,False
159,76073,John Austin,John,Austin,False
160,76074,Ken Austin,Ken,Austin,False
161,1630166,Deni Avdija,Deni,Avdija,True
162,138,Anthony Avent,Anthony,Avent,False
163,76076,William Averitt,William,Averitt,False
164,1895,William Avery,William,Avery,False
165,76078,Dennis Awtrey,Dennis,Awtrey,False
166,1630555,Joel Ayayi,Joel,Ayayi,False
167,202970,Gustavo Ayon,Gustavo,Ayon,False
168,201965,Jeff Ayres,Jeff,Ayres,False
169,1629028,Deandre Ayton,Deandre,Ayton,True
170,101235,Kelenna Azubuike,Kelenna,Azubuike,False
171,1628962,Udoka Azubuike,Udoka,Azubuike,False
172,203569,Chris Babb,Chris,Babb,False
173,202337,Luke Babbitt,Luke,Babbitt,False
174,76079,Milos Babic,Milos,Babic,False
175,76080,Johnny Bach,Johnny,Bach,False
176,1628407,Dwayne Bacon,Dwayne,Bacon,False
177,1630641,Ibou Badji,Ibou,Badji,False
178,76081,Jim Baechtold,Jim,Baechtold,False
179,2053,Dalibor Bagaric,Dalibor,Bagaric,False
180,76082,John Bagley,John,Bagley,False
181,1628963,Marvin Bagley III,Marvin,Bagley III,True
182,1641735,Amari Bailey,Amari,Bailey,False
183,76084,Carl Bailey,Carl,Bailey,False
184,76083,Gus Bailey,Gus,Bailey,False
185,76085,James Bailey,James,Bailey,False
186,1847,Thurl Bailey,Thurl,Bailey,False
187,1753,Toby Bailey,Toby,Bailey,False
188,203946,Cameron Bairstow,Cameron,Bairstow,False
189,1858,Mark Baker,Mark,Baker,False
190,2486,Maurice Baker,Maurice,Baker,False
191,76089,Norm Baker,Norm,Baker,False
192,1627758,Ron Baker,Ron,Baker,False
193,452,Vin Baker,Vin,Baker,False
194,1627735,Wade Baldwin IV,Wade,Baldwin IV,False
195,1631116,Patrick Baldwin Jr.,Patrick,Baldwin Jr.,True
196,200764,Renaldo Balkman,Renaldo,Balkman,False
197,76090,Cedric Ball,Cedric,Ball,False
198,1630163,LaMelo Ball,LaMelo,Ball,True
199,1628366,Lonzo Ball,Lonzo,Ball,True
200,76091,Greg Ballard,Greg,Ballard,False
201,76092,Herschel Baltimore,Herschel,Baltimore,False
202,1628964,Mo Bamba,Mo,Bamba,True
203,1631094,Paolo Banchero,Paolo,Banchero,True
204,1630217,Desmond Bane,Desmond,Bane,True
205,76093,Gene Banks,Gene,Banks,False
206,2556,Marcus Banks,Marcus,Banks,False
207,76094,Ken Bannister,Ken,Bannister,False
208,76095,Mike Bantom,Mike,Bantom,False
209,1630625,Dalano Banton,Dalano,Banton,True
210,1627760,Cat Barber,Cat,Barber,False
211,76096,John Barber,John,Barber,False
212,2571,Leandro Barbosa,Leandro,Barbosa,False
213,76097,Stephen Bardo,Stephen,Bardo,False
214,200826,J.J. Barea,J.J.,Barea,False
215,200745,Andrea Bargnani,Andrea,Bargnani,False
216,76098,Cliff Barker,Cliff,Barker,False
217,76099,Tom Barker,Tom,Barker,False
218,787,Charles Barkley,Charles,Barkley,False
219,2057,Erick Barkley,Erick,Barkley,False
220,76102,Don Barksdale,Don,Barksdale,False
221,1631230,Dominick Barlow,Dominick,Barlow,True
222,203084,Harrison Barnes,Harrison,Barnes,True
223,76103,Harry Barnes,Harry,Barnes,False
224,76105,Jim Barnes,Jim,Barnes,False
225,76104,Marvin Barnes,Marvin,Barnes,False
226,2440,Matt Barnes,Matt,Barnes,False
227,1630567,Scottie Barnes,Scottie,Barnes,True
228,76107,Dick Barnett,Dick,Barnett,False
229,76106,Jim Barnett,Jim,Barnett,False
230,76108,John Barnhill,John,Barnhill,False
231,76109,Norton Barnhill,Norton,Barnhill,False
232,76110,Leo Barnhorst,Leo,Barnhorst,False
233,76111,John Barr,John,Barr,False
234,76112,Mike Barr,Mike,Barr,False
235,76113,Thomas Barr,Thomas,Barr,False
236,2857,Andre Barrett,Andre,Barrett,False
237,76114,Ernie Barrett,Ernie,Barrett,False
238,1629628,RJ Barrett,RJ,Barrett,True
239,2853,Earl Barron,Earl,Barron,False
240,344,Dana Barros,Dana,Barros,False
241,699,Brent Barry,Brent,Barry,False
242,1003,Drew Barry,Drew,Barry,False
243,468,Jon Barry,Jon,Barry,False
244,600013,Rick Barry,Rick,Barry,False
245,76117,Ed Bartels,Ed,Bartels,False
246,76118,Vic Bartolome,Vic,Bartolome,False
247,203115,Will Barton,Will,Barton,False
248,101188,Eddie Basden,Eddie,Basden,False
249,76119,Jerry Baskerville,Jerry,Baskerville,False
250,101138,Brandon Bass,Brandon,Bass,False
251,1628238,Paris Bass,Paris,Bass,False
252,76120,Tim Bassett,Tim,Bassett,False
253,1629646,Charles Bassey,Charles,Bassey,True
254,1766,Maceo Baston,Maceo,Baston,False
255,2370,Mengke Bateer,Mengke,Bateer,False
256,76121,Billyray Bates,Billyray,Bates,False
257,1641734,Emoni Bates,Emoni,Bates,True
258,1628966,Keita Bates-Diop,Keita,Bates-Diop,False
259,101212,Esteban Batista,Esteban,Batista,False
260,2471,Mike Batiste,Mike,Batiste,False
261,1499,Tony Battie,Tony,Battie,False
262,2203,Shane Battier,Shane,Battier,False
263,1642419,Jamison Battle,Jamison,Battle,True
264,174,John Battle,John,Battle,False
265,76123,Kenny Battle,Kenny,Battle,False
266,76124,Dave Batton,Dave,Batton,False
267,201587,Nicolas Batum,Nicolas,Batum,True
268,76125,Johnny Baum,Johnny,Baum,False
269,76126,Frankie Baumholtz,Frankie,Baumholtz,False
270,2437,Lonny Baxter,Lonny,Baxter,False
271,201573,Jerryd Bayless,Jerryd,Bayless,False
272,76127,Elgin Baylor,Elgin,Baylor,False
273,203382,Aron Baynes,Aron,Baynes,False
274,76128,Sergei Bazarevich,Sergei,Bazarevich,False
275,203145,Kent Bazemore,Kent,Bazemore,False
276,1629647,Darius Bazley,Darius,Bazley,False
277,76129,Ed Beach,Ed,Beach,False
278,203078,Bradley Beal,Bradley,Beal,True
279,76130,Butch Beard,Butch,Beard,False
280,76131,Ralph Beard,Ralph,Beard,False
281,2602,Jerome Beasley,Jerome,Beasley,False
282,1627736,Malik Beasley,Malik,Beasley,True
283,201563,Michael Beasley,Michael,Beasley,False
284,76133,Zelmo Beaty,Zelmo,Beaty,False
285,201958,Rodrigue Beaubois,Rodrigue,Beaubois,False
286,1630699,MarJon Beauchamp,MarJon,Beauchamp,True
287,76134,Byron Beck,Byron,Beck,False
288,1133,Corey Beck,Corey,Beck,False
289,76136,Ernie Beck,Ernie,Beck,False
290,76137,Moe Becker,Moe,Becker,False
291,76138,William Bedford,William,Bedford,False
292,1641736,Reece Beekman,Reece,Beekman,True
293,76139,Hank Beenders,Hank,Beenders,False
294,76140,Ron Behagen,Ron,Behagen,False
295,76141,Elmer Behnke,Elmer,Behnke,False
296,201158,Marco Belinelli,Marco,Belinelli,False
297,2294,Charlie Bell,Charlie,Bell,False
298,76142,Dennis Bell,Dennis,Bell,False
299,1628395,Jordan Bell,Jordan,Bell,False
300,1952,Raja Bell,Raja,Bell,False
301,2559,Troy Bell,Troy,Bell,False
302,76143,William Bell,William,Bell,False
303,76144,Walt Bellamy,Walt,Bellamy,False
304,1627761,DeAndre' Bembry,DeAndre',Bembry,False
305,76145,Irv Bemoras,Irv,Bemoras,False
306,76146,Leon Benbow,Leon,Benbow,False
307,1627733,Dragan Bender,Dragan,Bender,False
308,1886,Jonathan Bender,Jonathan,Bender,False
309,203968,Jerrelle Benimon,Jerrelle,Benimon,False
310,104,Benoit Benjamin,Benoit,Benjamin,False
311,1736,Corey Benjamin,Corey,Benjamin,False
312,203461,Anthony Bennett,Anthony,Bennett,False
313,1120,Elmer Bennett,Elmer,Bennett,False
314,712,Mario Bennett,Mario,Bennett,False
315,76151,Mel Bennett,Mel,Bennett,False
316,76148,Tony Bennett,Tony,Bennett,False
317,76152,Winston Bennett,Winston,Bennett,False
318,128,David Benoit,David,Benoit,False
319,202728,Keith Benson,Keith,Benson,False
320,76154,Kent Benson,Kent,Benson,False
321,1627791,Ben Bentil,Ben,Bentil,False
322,76155,Gene Berce,Gene,Berce,False
323,76156,Gary Bergen,Gary,Bergen,False
324,1631262,Jules Bernard,Jules,Bernard,False
325,76157,Ricky Berry,Ricky,Berry,False
326,76158,Walter Berry,Walter,Berry,False
327,1629541,Dairis Bertans,Dairis,Bertans,False
328,202722,Davis Bertans,Davis,Bertans,False
329,76159,Del Beshore,Del,Beshore,False
330,696,Travis Best,Travis,Best,False
331,201976,Patrick Beverley,Patrick,Beverley,False
332,1630180,Saddiq Bey,Saddiq,Bey,True
333,1630189,Tyler Bey,Tyler,Bey,False
334,204021,Sim Bhullar,Sim,Bhullar,False
335,76160,Al Bianchi,Al,Bianchi,False
336,76161,Hank Biasatti,Hank,Biasatti,False
337,76162,Henry Bibby,Henry,Bibby,False
338,1710,Mike Bibby,Mike,Bibby,False
339,76163,Ed Biedenbach,Ed,Biedenbach,False
340,2740,Andris Biedrins,Andris,Biedrins,False
341,76164,Don Bielke,Don,Bielke,False
342,76165,Bob Bigelow,Bob,Bigelow,False
343,1497,Chauncey Billups,Chauncey,Billups,False
344,76166,Dave Bing,Dave,Bing,False
345,76167,Joe Binion,Joe,Binion,False
346,203920,Khem Birch,Khem,Birch,False
347,1628444,Jabari Bird,Jabari,Bird,False
348,76168,Jerry Bird,Jerry,Bird,False
349,1449,Larry Bird,Larry,Bird,False
350,76170,Otis Birdsong,Otis,Birdsong,False
351,76171,Gale Bishop,Gale,Bishop,False
352,1629048,Goga Bitadze,Goga,Bitadze,True
353,1641931,Onuralp Bitim,Onuralp,Bitim,False
354,202687,Bismack Biyombo,Bismack,Biyombo,False
355,202357,Nemanja Bjelica,Nemanja,Bjelica,False
356,76172,Uwe Blab,Uwe,Blab,False
357,1641710,Anthony Black,Anthony,Black,True
358,76173,Charlie Black,Charlie,Black,False
359,1641778,Leaky Black,Leaky,Black,False
360,76174,Norman Black,Norman,Black,False
361,204028,Tarik Black,Tarik,Black,False
362,76175,Tom Black,Tom,Black,False
363,76176,Rolando Blackman,Rolando,Blackman,False
364,76180,Alex Blackwell,Alex,Blackwell,False
365,76177,Cory Blackwell,Cory,Blackwell,False
366,1806,James Blackwell,James,Blackwell,False
367,76179,Nate Blackwell,Nate,Blackwell,False
368,201971,DeJuan Blair,DeJuan,Blair,False
369,2581,Steve Blake,Steve,Blake,False
370,202392,Marqus Blakely,Marqus,Blakely,False
371,1628469,Antonio Blakeney,Antonio,Blakeney,False
372,200807,Will Blalock,Will,Blalock,False
373,76182,George Blaney,George,Blaney,False
374,76183,Lance Blanks,Lance,Blanks,False
375,76184,Ricky Blanton,Ricky,Blanton,False
376,101154,Andray Blatche,Andray,Blatche,False
377,302,Mookie Blaylock,Mookie,Blaylock,False
378,202339,Eric Bledsoe,Eric,Bledsoe,False
379,1629833,Keljin Blevins,Keljin,Blevins,False
380,76186,Leon Blevins,Leon,Blevins,False
381,76187,John Block,John,Block,False
382,76188,Mike Bloom,Mike,Bloom,False
383,1628417,Jaron Blossomgame,Jaron,Blossomgame,False
384,916,Corie Blount,Corie,Blount,False
385,1548,Mark Blount,Mark,Blount,False
386,203505,Vander Blue,Vander,Blue,False
387,1629129,Trevon Bluiett,Trevon,Bluiett,False
388,76189,Ray Blume,Ray,Blume,False
389,76190,Nelson Bobb,Nelson,Bobb,False
390,2800,Tony Bobbitt,Tony,Bobbitt,False
391,76191,Arlen Bockhorn,Arlen,Bockhorn,False
392,1631205,Buddy Boeheim,Buddy,Boeheim,False
393,76192,Tom Boerwinkle,Tom,Boerwinkle,False
394,2586,Keith Bogans,Keith,Bogans,False
395,203992,Bogdan Bogdanović,Bogdan,Bogdanović,True
396,202711,Bojan Bogdanović,Bojan,Bogdanović,True
397,177,Muggsy Bogues,Muggsy,Bogues,False
398,101106,Andrew Bogut,Andrew,Bogut,False
399,1564,Etdrick Bohannon,Etdrick,Bohannon,False
400,1629626,Bol Bol,Bol,Bol,True
401,76195,Manute Bol,Manute,Bol,False
402,1628413,Jonah Bolden,Jonah,Bolden,False
403,1629716,Marques Bolden,Marques,Bolden,False
404,76196,Bill Bolger,Bill,Bolger,False
405,1630195,Leandro Bolmaro,Leandro,Bolmaro,False
406,1627762,Joel Bolomboy,Joel,Bolomboy,False
407,76197,Doug Bolstorff,Doug,Bolstorff,False
408,76203,George H. Bon Salle,George H.,Bon Salle,False
409,1641737,Adem Bona,Adem,Bona,True
410,76198,Phil Bond,Phil,Bond,False
411,1603,Walter Bond,Walter,Bond,False
412,1629648,Jordan Bone,Jordan,Bone,False
413,1121,Dexter Boney,Dexter,Boney,False
414,1629067,Isaac Bonga,Isaac,Bonga,False
415,76201,Ron Bonham,Ron,Bonham,False
416,41,Anthony Bonner,Anthony,Bonner,False
417,2588,Matt Bonner,Matt,Bonner,False
418,1626164,Devin Booker,Devin,Booker,True
419,511,Melvin Booker,Melvin,Booker,False
420,202344,Trevor Booker,Trevor,Booker,False
421,200767,Josh Boone,Josh,Boone,False
422,76204,Ron Boone,Ron,Boone,False
423,1916,Calvin Booth,Calvin,Booth,False
424,1522,Keith Booth,Keith,Booth,False
425,76206,Bob Boozer,Bob,Boozer,False
426,2430,Carlos Boozer,Carlos,Boozer,False
427,2414,Curtis Borchardt,Curtis,Borchardt,False
428,76207,Jake Bornheimer,Jake,Bornheimer,False
429,1953,Lazaro Borrell,Lazaro,Borrell,False
430,76209,Costic Borsavage,Costic,Borsavage,False
431,76210,Vince Boryla,Vince,Boryla,False
432,2547,Chris Bosh,Chris,Bosh,False
433,76211,Jim Bostic,Jim,Bostic,False
434,1630527,Brandon Boston,Brandon,Boston,True
435,76212,Lawrence Boston,Lawrence,Boston,False
436,76213,Tom Boswell,Tom,Boswell,False
437,1628449,Chris Boucher,Chris,Boucher,True
438,1630547,James Bouknight,James,Bouknight,False
439,2257,Ruben Boumtje-Boumtje,Ruben,Boumtje-Boumtje,False
440,1631123,Jamaree Bouyea,Jamaree,Bouyea,False
441,76214,Don Boven,Don,Boven,False
442,1898,Cal Bowdler,Cal,Bowdler,False
443,1477,Bruce Bowen,Bruce,Bowen,False
444,1763,Ryan Bowen,Ryan,Bowen,False
445,1628968,Brian Bowen II,Brian,Bowen II,False
446,194,Anthony Bowie,Anthony,Bowie,False
447,76217,Sam Bowie,Sam,Bowie,False
448,1085,Ira Bowman,Ira,Bowman,False
449,1629065,Ky Bowman,Ky,Bowman,False
450,76219,Nate Bowman,Nate,Bowman,False
451,671,Donnie Boyce,Donnie,Boyce,False
452,76221,Dennis Boyd,Dennis,Boyd,False
453,76222,Fred Boyd,Fred,Boyd,False
454,76223,Ken Boyd,Ken,Boyd,False
455,1863,Earl Boykins,Earl,Boykins,False
456,76224,Harry Boykoff,Harry,Boykoff,False
457,76225,Winford Boynes,Winford,Boynes,False
458,200841,Cedric Bozeman,Cedric,Bozeman,False
459,76226,Steve Bracey,Steve,Bracey,False
460,202342,Craig Brackins,Craig,Brackins,False
461,76227,Gary Bradds,Gary,Bradds,False
462,76228,Alex Bradley,Alex,Bradley,False
463,76229,Alonzo Bradley,Alonzo,Bradley,False
464,202340,Avery Bradley,Avery,Bradley,False
465,76233,Bill Bradley,Bill,Bradley,False
466,76230,Charles Bradley,Charles,Bradley,False
467,76231,Dudley Bradley,Dudley,Bradley,False
468,76232,Joe Bradley,Joe,Bradley,False
469,2214,Michael Bradley,Michael,Bradley,False
470,762,Shawn Bradley,Shawn,Bradley,False
471,1628396,Tony Bradley,Tony,Bradley,False
472,1361,Mark Bradtke,Mark,Bradtke,False
473,66,Marques Bragg,Marques,Bragg,False
474,1765,Torraye Braggs,Torraye,Braggs,False
475,1920,A.J. Bramlett,A.J.,Bramlett,False
476,76237,Adrian Branch,Adrian,Branch,False
477,1882,Elton Brand,Elton,Brand,False
478,210,Terrell Brandon,Terrell,Brandon,False
479,1631103,Malaki Branham,Malaki,Branham,True
480,76238,Bob Brannum,Bob,Brannum,False
481,76239,Brad Branson,Brad,Branson,False
482,76240,Jesse Branson,Jesse,Branson,False
483,1629714,Jarrell Brantley,Jarrell,Brantley,False
484,76241,Jim Brasco,Jim,Brasco,False
485,76242,Mike Bratz,Mike,Bratz,False
486,76243,Carl Braun,Carl,Braun,False
487,1631128,Christian Braun,Christian,Braun,True
488,1629649,Ignas Brazdeikis,Ignas,Brazdeikis,False
489,160,Tim Breaux,Tim,Breaux,False
490,2452,J.R. Bremer,J.R.,Bremer,False
491,76245,Pete Brennan,Pete,Brennan,False
492,76246,Tom Brennan,Tom,Brennan,False
493,76247,Randy Breuer,Randy,Breuer,False
494,201147,Corey Brewer,Corey,Brewer,False
495,2249,Jamison Brewer,Jamison,Brewer,False
496,76248,Jim Brewer,Jim,Brewer,False
497,76249,Ron Brewer,Ron,Brewer,False
498,200758,Ronnie Brewer,Ronnie,Brewer,False
499,2056,Primoz Brezec,Primoz,Brezec,False
500,76250,Frank Brian,Frank,Brian,False
501,783,Frank Brickowski,Frank,Brickowski,False
502,76252,Junior Bridgeman,Junior,Bridgeman,False
503,76253,Bill Bridges,Bill,Bridges,False
504,1641779,Jalen Bridges,Jalen,Bridges,True
505,1628969,Mikal Bridges,Mikal,Bridges,True
506,1628970,Miles Bridges,Miles,Bridges,True
507,76254,Al Brightman,Al,Brightman,False
508,1628578,Amida Brimah,Amida,Brimah,False
509,76255,Audley Brindley,Audley,Brindley,False
510,1628515,Isaiah Briscoe,Isaiah,Briscoe,False
511,76256,John Brisker,John,Brisker,False
512,1629052,Oshae Brissett,Oshae,Brissett,False
513,76257,Allan Bristow,Allan,Bristow,False
514,76258,Tyrone Britt,Tyrone,Britt,False
515,76259,Wayman Britt,Wayman,Britt,False
516,76260,Mike Brittain,Mike,Brittain,False
517,76261,David Britton,David,Britton,False
518,1631167,Izaiah Brockington,Izaiah,Brockington,False
519,201972,Jon Brockman,Jon,Brockman,False
520,1629151,Ryan Broekhoff,Ryan,Broekhoff,False
521,76262,Jim Brogan,Jim,Brogan,False
522,1627763,Malcolm Brogdon,Malcolm,Brogdon,True
523,76263,Gary Brokaw,Gary,Brokaw,False
524,76264,Price Brookfield,Price,Brookfield,False
525,201166,Aaron Brooks,Aaron,Brooks,False
526,1629717,Armoni Brooks,Armoni,Brooks,False
527,1628415,Dillon Brooks,Dillon,Brooks,True
528,76265,Kevin Brooks,Kevin,Brooks,False
529,202705,MarShon Brooks,MarShon,Brooks,False
530,76266,Michael Brooks,Michael,Brooks,False
531,418,Scott Brooks,Scott,Brooks,False
532,1631232,Keion Brooks Jr.,Keion,Brooks Jr.,True
533,2810,Andre Brown,Andre,Brown,False
534,1626148,Anthony Brown,Anthony,Brown,False
535,76284,Bob Brown,Bob,Brown,False
536,201628,Bobby Brown,Bobby,Brown,False
537,1628971,Bruce Brown,Bruce,Brown,True
538,359,Chucky Brown,Chucky,Brown,False
539,2245,Damone Brown,Damone,Brown,False
540,76270,Darrell Brown,Darrell,Brown,False
541,244,Dee Brown,Dee,Brown,False
542,200793,Dee Brown,Dee,Brown,False
543,201974,Derrick Brown,Derrick,Brown,False
544,2484,Devin Brown,Devin,Brown,False
545,2081,Ernest Brown,Ernest,Brown,False
546,76272,Fred Brown,Fred,Brown,False
547,76273,George Brown,George,Brown,False
548,1871,Gerald Brown,Gerald,Brown,False
549,76275,Harold Brown,Harold,Brown,False
550,203913,Jabari Brown,Jabari,Brown,False
551,1627759,Jaylen Brown,Jaylen,Brown,True
552,76276,John Brown,John,Brown,False
553,2208,Kedrick Brown,Kedrick,Brown,False
554,1631112,Kendall Brown,Kendall,Brown,False
555,1641738,Kobe Brown,Kobe,Brown,True
556,2198,Kwame Brown,Kwame,Brown,False
557,76278,Leon Brown,Leon,Brown,False
